id,premise,hypothesis,lang_abv,language,label
188b16bfcc,long influenc differ trait assimil various custom practic,differ trait impact cultur,en,English,2
685d9362cc,internet miracul advertis vehicl gross abl siphon per person total ad spend per familyor persuad advertis spend addit reach custom,internet great advertis gross would pay per person per ad total spend per famili persuad adversis shell extra reach custom,en,English,0
ea1980d04a,question may need tailor,question may may need tailor,en,English,0
f7e39a37aa,,,hi,Hindi,2
d7b120439c,nm clarke ch tr mt bi tp thit lm ni bt thiu chnh xc ca gii php,clarke mun chng cho mi ngi thy rng chnh sch di dn ang tht bi,vi,Vietnamese,1
a233096c29,leid auffass bedeut philanthropi amerikan geteilt,amerikan denk geld spend sollt,de,German,0
dd5cf5be4a,read tom clanci,person like tom clanci,en,English,1
3129b1ebce,aligeuka kumuomba mungu julian,lord julian hakuwa anaonekana popote,sw,Swahili,2
79cf105ac2,وعلى بعد بضعة أميال من هذا الجانب بعدها وجاءت تسرع ثلاث سفن بيضاء كبيرة,كان لكل سفينة مائتي راكب,ar,Arabic,1
2a1d1ecdb0,val pued orme,s pued orme,es,Spanish,2
712c13e109,that girl look pass hand across forehead,girl turn away kept hand still,en,English,2
60a3616f73,melatonin,ten gram melatonin,en,English,1
fd6995f7a4,diet men prime,diet men made complet meat,en,English,1
e7fb6148c9,но знам че в някои че в много селски райони те не са толкова добри,те не са много добри в земеделски райони,bg,Bulgarian,0
3a74303793,the friends,,zh,Chinese,1
07acbc212e,yeah matter educ think,yeah educ doesnt matter,en,English,2
20280e311d,three day went dreari inact,day pass slowli,en,English,1
e83a8ebb40,everi august young women conven light joss stick even climb ninemet ft rock pray good husband,women find husband climb rock pray,en,English,1
9c540a00f9,still night,sun hadnt risen yet moon shine dare sky,en,English,0
5fb34600a3,exampl ovitz fiveyear deal worth say million compens committe ad frontend grant free disney share worth say million thenassum ovitz finish fiveyear contract periodth cost disney would million,fiveyear deal worth million,en,English,1
4241535fa7,know keep coupl hundr dollar um much charg isnt bad normal,money,en,English,0
006bde060b,long assad live manag troubl keep agreement israel,long assad doesnt die hurrican still abl take care troubl soldier,en,English,1
74465b80fd,dba وهي منظمة خيرية ومتطوعين وغير ربحية توفر معلومات حرة عن العمل الحر ومساعدة للأعمال التجارية للأشخاص ذوي الإعاقة وللمهنيين في مجال إعادة التأهيل المهني والاستشارات المهنية والتجارية,يعمل بها متطوعون,ar,Arabic,0
f78470a892,expert say there greater chanc make catch cooler day spring autumn hour sunset,expert say never tri make catch sunset,en,English,2
e186df7e87,across river citi superb view room contemporari design,terribl view park lot,en,English,2
722f180b8d,beauti chateau certain formid loir valley real defens fortress black rampart still forbid despit tower decapit order henri iii,chateau certain least formid loir valley,en,English,2
fb11f93c8c,two aromat anise drink also produc local,anise drink good smell,en,English,0
7d8dc50997,ความเรียบง่ายของแนวทางโรมาเนสก์ของ sant pau ก็คือการเปลี่ยนแปลงที่สอดคล้องจากความฟุ้งเฟ้อของความทันสมัยแห่งบาร์เซโลนาและความสลับซับซ้อนในสถาปัตยกรรมของโกธิค,ซานต์เปามีหลายโบสถ์,th,Thai,1
ebb9f61ef4,japan mainichi shimbun critic new liber democrat parti leader keizo obuchi devoid fresh idea reviv japanes economi,mainichi shimbun approv keizo obuchi effort toward improv economi,en,English,2
c5a14e7487,sandston granit materi use build baroqu church bom jesus famous casket st franci xavier relic mausoleum right altar,baroqu chuch bom jesus famous church made sandston granit,en,English,0
ba422fd361,test organ,trial live plant,en,English,1
60b28e56b7,dont take heart lad said kind,tri consol lad,en,English,0
3aeca69a58,bibliotec pblic cond greenle arizon ilustr problem diner tecnolog institu rural,cond greenle mltipl bibliotec pblic,es,Spanish,1
9200bffc21,summari defer mainten septemb z million dollar,defer mainten million dollar septemb z,en,English,0
2b2680786a,,,zh,Chinese,1
e0a9ba1bc3,lingist escrib libr parec invari ser eruit pregon propi punt vist cual mnim estn escond,lingstic escritur libr casi form acadm promuev propi bec,es,Spanish,0
05a7cfb970,opportun,opportun import take advantag,en,English,1
cdc6b7dc73,تو اس طرح میں ام، بیلٹ کے اندر رہتا ہوں۔,مجھے بالکل اسی طرح نکالا گیا تھا۔,ur,Urdu,2
76cf5310b1,bado alikuwa mle ndani,alikuwa amekwenda bila ishara,sw,Swahili,2
7eec599334,uh wasnt jane eyr wrote jane eyr,jane eyr,en,English,0
658d8835d7,shant stop,stop,en,English,2
6f7205862a,ความพึงพอใจจากสิ่งที่ฉันได้ยิน,จากสิ่งที่ฉันได้เจอ ดูเหมือนว่าน่าจะเป็นการประสบความสำเร็จ,th,Thai,0
24e9a5e06d,نعم أنا في الحقيقة كان لدي كبار السن من المغنين كبار السن أو كبار السن كبار السن الأخوات المطربين,أخواتي أكبر مني بكثير,ar,Arabic,1
c0e0444903,blood,blood,el,Greek,2
9a88f7c844,بالنسبة إلى الإرسال المتأخر، يرجى مراجعة سجلات الـ fdny، تقرير الإرسال بمساعدة الكمبيوتر، خانة التنبيه سبتمبر,لم تكن أنظمة الإرسال بمساعدة الكمبيوتر موجودة في نيويورك حتى عام,ar,Arabic,2
9bb522b7fa,environment protect agenc,agenc respons protect environ maintain nation park,en,English,1
6ec1777273,garden use belong governor mountain lodg build demolish japanes occup hong kong,garden belong governor mountain lodg,en,English,2
58f6abe2c3,noth done think unless stare earnest long dead ash grate,isnt anyth left,en,English,0
8232253cb8,yln mezun len yemei amra yllk bulumas sresinde nashville tennesseede ekim tarihinde dzenlendi,amra yllk toplants yl nashvillede gerekleir,tr,Turkish,1
a4910a7455,four sentenc alway insert plagiar paper throw professor track,put four sentenc paper professor immedi know plagiar,en,English,2
07879d199e,avocat financ lsc tenus surveil mouv leur client renonc affair chaqu fois leur client tranger quitt tatsun,certain avocat pay lsc,fr,French,0
88d61a7839,ไม่เฉพาะนักกฎหมายเท่านั้นแต่ยังเป็นเจ้าหน้าที่ตำรวจและผู้พิพากษารวมทั้งมืออาชีพด้านกฎหมายทั้งหมดโดยทั่วไป,ส่วนใหญ่ของระบบกฎหมายมีส่วนเกี่ยวข้องส่วนใหญ่กับการเป็นตำรวจ,th,Thai,1
a967464d31,кром сотрудник программ провод различн семинар готов образовательн материал нов поставщик,сотрудник программ сократ семинар прошл год,ru,Russian,2
0554d5e876,gao gao,gao,el,Greek,1
bc0f20d9e5,جواب ڈھونڈنے کا ایک طریقہ مختلف سوال سے شروع کرنا ہے، ایمس کی معلومات سوویت یونین والوں کے لئے کتنی قیمتی تھیں؟,امیز کو سوویتوں کو درجہ بندی کی معلومات فروخت کرنے کے لئے گرفتار کیا گیا تھا,ur,Urdu,1
fd829a35fa,think soon get theyll come,ill help get away,en,English,1
987ba0115c,эт однажд утр сказа собира вернут офис,сказа планир возвраща,ru,Russian,2
5d88ae49e5,short whole new cost area would need undertaken,nutshel new cost area would need undertaken,en,English,0
1b17c0770d,tht ngc,tt nhng ti ni tht,vi,Vietnamese,1
bbbb856251,melatonin,contain melatonin,en,English,1
69ea5fdf98,youll find galleri major town smaller villag,smaller villag also oper galleri found,en,English,0
bbd497b288,มันจะใหญ่มาก เอาพวกเราออกจากเตียงและไม่เคยพาเรากลับบ้าน พฤศจิกายน,พวกเขาโดนย้ายตัวออกจากเตียงของพวกเขา,th,Thai,0
0cdf9729c4,found plenti water pour mountain timber anyon knew,water found pour mountain,en,English,2
b0d63c8d50,ندعوك للمشاركة في مستقبل اطفالنا عن طريق رعاية طفل هندي أمريكي أو الانضمام إلى دائرة العضوية لدعم مشاريع التعليم المجتمعية,إذا كنت ترعى طفلاً أمريكياً هندياً، فستشارك في مستقبل الأطفال,ar,Arabic,0
7c9e190576,right entranc thcenturi sandal bedesten love brick vault support massiv stone pillar,abl show entranc sandal bedesten construct,en,English,2
c0ca677f33,progress last notic best argument govern activ work,progress argu govern activ work whatsoev,en,English,2
ee0ae0cb5a,one bone,noth left bodi,en,English,0
cf9c1da840,nipa measur reflect govern save affect nation save avail invest unifi budget measur common frame refer discuss feder fiscal polici issu,nipa measur reliabl unifi budget measur,en,English,1
a2fe5baa5c,إنهم يطلقون النار على الطلاب أليس كذلك؟,يصنعون الكب كيك للطلاب أليس كذلك؟,ar,Arabic,2
cd1325c6c0,bodi like crippl rabbit dont want pet forget feed time havent time play get know useless rabbit kept cage would cruel turn loos,anorex,en,English,1
0463886779,uh could fill whole bunch uh hole thing use use advertis buy wheat penni um id give dollar roll two cent piec basic overpr,use tri sell wheat penni,en,English,2
0bebb69377,penrith blencathra also celtic name establish earli period settlement,penrith blencathra name go back ancient rome,en,English,2
